Year;Day;Month;Site;Season;Habitat;DegLev;Bird;Sex;Plant Family;Plant species;Activity;Folder;Picture;Time
2016;9;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Berberidaceae;Berberis pichinchensis;Feeding;160309AB;16778;17:39:46
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160310AA;5931;7:39:06
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160310AA;8892;8:28:27
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160310AA;10328;8:52:23
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160310AA;19705;11:28:40
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Berberidaceae;Berberis pichinchensis;Feeding;160310AB;133;13:02:21
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160310AB;7089, 7096;14:58:17
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160310AB;12025;16:20:33
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160310AB;16264;17:31:12
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160310AB;18636;18:10:44
2016;11;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160311AA;6537;7:49:12
2016;11;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160311AA;14658;10:04:33
2016;11;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Berberidaceae;Berberis pichinchensis;Feeding;160311AB;756;13:12:45
2016;24;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Disterigma alalternoides;Feeding;160324AA;4060;7:07:48
2016;24;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Ericaceae;Disterigma alalternoides;Feeding;160324AB;107;11:38:04
2016;24;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Ericaceae;Disterigma alalternoides;Feeding;160324AC;7183;14:59:51
2016;25;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Ericaceae;Disterigma alalternoides;Feeding;160325AA;5341;7:29:09
2016;25;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Ericaceae;Disterigma alalternoides;Feeding;160325AC;7232;15:00:40
2016;25;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Ericaceae;Disterigma alalternoides;Feeding;160325AC;18744;18:12:32
2016;26;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Ericaceae;Disterigma alalternoides;Feeding;160326AC;10571;15:56:46
2016;26;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Disterigma alalternoides;Feeding;160326AC;18080;18:01:55
2015;24;7;Verdecocha;Dry;Forest_interior;0;Lafresnaya lafresnayi;na;Gesneriaceae;Heppiella _sp;Feeding;150724AA;1358-1360;6:22:46
2015;24;7;Verdecocha;Dry;Forest_interior;0;Lafresnaya lafresnayi;na;Gesneriaceae;Heppiella _sp;Feeding;150724AB;1198;13:20:06
2015;24;7;Verdecocha;Dry;Forest_interior;0;Trochilidae;na;Gesneriaceae;Heppiella _sp;Feeding;150724AB;8788;15:26:36
2015;25;7;Verdecocha;Dry;Forest_interior;0;Trochilidae;na;Gesneriaceae;Heppiella _sp;Feeding;150725AA;1730;6:28:58
2015;25;7;Verdecocha;Dry;Forest_interior;0;Trochilidae;na;Gesneriaceae;Heppiella _sp;Feeding;150725AA;2137;6:35:45
2015;25;7;Verdecocha;Dry;Forest_interior;0;Trochilidae;na;Gesneriaceae;Heppiella _sp;Feeding;150725AB;1578;13:26:26
2015;26;7;Verdecocha;Dry;Forest_interior;0;Trochilidae;na;Gesneriaceae;Heppiella _sp;Feeding;150726AA;1288;6:21:36
2015;26;7;Verdecocha;Dry;Forest_interior;0;Lafresnaya lafresnayi;na;Gesneriaceae;Heppiella _sp;Feeding;150726AA;9577;8:39:45
2015;26;7;Verdecocha;Dry;Forest_interior;0;Trochilidae;na;Gesneriaceae;Heppiella _sp;Feeding;150726AA;19773;11:29:41
2015;20;12;Yanacocha;Wet;Forest_Border;2;Lesbia victoriae;female;Loranthaceae ;Tristerix sp;Feeding;151220AB;2784;13:46:32
2015;21;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis luciani;na;Loranthaceae ;Tristerix sp;Feeding;151221AB;964;13:16:12
2015;21;12;Yanacocha;Wet;Forest_Border;2;Lesbia victoriae;female;Loranthaceae ;Tristerix sp;Feeding;151221AB;1994;13:33:22
2015;22;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis luciani;na;Loranthaceae ;Tristerix sp;Feeding;151222AA;6129;7:42:18
2015;22;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis luciani;na;Loranthaceae ;Tristerix sp;Feeding;151222AA;12489;9:28:17
2015;22;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis luciani;na;Loranthaceae ;Tristerix sp;Feeding;151222AB;1821;13:30:29
2015;23;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis mosquera;na;Loranthaceae ;Tristerix sp;Feeding;151223AA;6777;7:53:05
2015;23;12;Yanacocha;Wet;Forest_Border;2;Lesbia victoriae;male;Loranthaceae ;Tristerix sp;Feeding;151223AA;7798;8:10:06
2015;23;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis mosquera;na;Loranthaceae ;Tristerix sp;Feeding;151223AA;9137;8:32:25
2015;23;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis luciani;na;Loranthaceae ;Tristerix sp;Feeding;151223AA;9202;8:33:30
2016;23;3;Yanacocha;Wet;Forest_interior;0;Lafresnaya lafresnayi;female;Campanulaceae;Centropogon pichinchensis;Feeding;160323AB;16853-16864;17:41:01
2016;24;3;Yanacocha;Wet;Forest_interior;0;Lafresnaya lafresnayi;female;Campanulaceae;Centropogon pichinchensis;Feeding;160324AA;16285-16286;10:31:33
2016;24;3;Yanacocha;Wet;Forest_interior;0;Lafresnaya lafresnayi;male;Campanulaceae;Centropogon pichinchensis;Feeding;160324AB;6565-6576;14:49:33
2016;24;3;Yanacocha;Wet;Forest_interior;0;Lafresnaya lafresnayi;male;Campanulaceae;Centropogon pichinchensis;Feeding;160324AB;11659-11672;16:14:27
2016;24;3;Yanacocha;Wet;Forest_interior;0;Trochilidae;na;Campanulaceae;Centropogon pichinchensis;Feeding;160324AB;16058;17:27:46
2016;25;3;Yanacocha;Wet;Forest_interior;0;Trochilidae;na;Campanulaceae;Centropogon pichinchensis;Feeding;160325AA;18251;11:04:19
2016;26;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Campanulaceae;Centropogon pichinchensis;Feeding;160326AA;8178;8:16:26
2016;27;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Campanulaceae;Centropogon pichinchensis;Feeding;160327AA;8251;8:17:26
2016;24;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Lamiaceae;Salvia sp.;Feeding;160324AA;3308-3348;6:55:16
2016;24;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Lamiaceae;Salvia sp.;Feeding;160324AA;5050-5056;7:24:18
2016;24;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Lamiaceae;Salvia sp.;Feeding;160324AA;13662-13669;9:47:50
2016;24;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Lamiaceae;Salvia sp.;Feeding;160324AA;20106;11:35:14
2016;25;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Lamiaceae;Salvia sp.;Feeding;160325AA;18718;11:12:06
2016;25;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Lamiaceae;Salvia sp.;Feeding;160325AA;12770;9:32:58
2016;26;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Lamiaceae;Salvia sp.;Feeding;160326AA;9395-9402;8:38:40
2016;26;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Lamiaceae;Salvia sp.;Feeding;160326AA;15014;10:12:19
2016;26;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Lamiaceae;Salvia sp.;Feeding;160326AC;210;12:33:38
2016;26;3;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Lamiaceae;Salvia sp.;Feeding;160326AC;3793;13:33:21
2016;27;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Lamiaceae;Salvia sp.;Feeding;160327AA;2891;6:48:19
2016;27;3;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Lamiaceae;Salvia sp.;Feeding;160327AA;5325;7:28:53
2016;17;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160517AB;2439-2442;13:40:47
2016;18;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160518AA;7700-7707;8:08:28
2016;18;5;Yanacocha;Wet;Forest_interior;0;Lafresnaya lafresnayi;female;Gentianaceae;Gentianella jamesonii;Feeding;160518AA;10670-10673;8:57:58
2016;18;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160518AA;10879;9:01:27
2016;18;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160518AB;11344-11347;16:09:12
2016;19;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Gentianaceae;Gentianella jamesonii;Feeding;160519AA;4469;7:14:37
2016;19;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160519AB;60;13:01:08
2016;19;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160519AB;1184;13:19:53
2016;19;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160519AB;10881;16:01:29
2016;20;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160520AB;1789-1791;13:29:57
2016;21;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160521AB;2946;13:49:14
2016;21;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Gentianaceae;Gentianella jamesonii;Feeding;160521AB;13278;16:41:36
2016;28;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160528AB;1016;13:17:04
2016;28;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160528AB;9919;15:45:27
2016;28;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160528AB;12317;16:25:25
2016;28;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160528AB;14424;17:00:32
2016;28;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160528AB;17967;17:59:48
2016;28;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160528AB;18501;18:08:42
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AA;4761;7:19:29
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;na;Loasaceae;Loasa_sp;Feeding;160529AA;6068;7:41:16
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;na;Loasaceae;Loasa_sp;Feeding;160529AA;6612;7:50:20
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AA;16297;10:31:45
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AA;20289;11:38:30
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AB;506;13:08:34
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AB;4072;14:08:00
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AB;5847;14:37:35
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AB;9014;15:30:22
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AB;11920;16:18:48
2016;29;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160529AB;16412;17:33:49
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AA;16429;10:34:36
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AA;20562;11:44:40
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AB;1409;13:23:37
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AB;3135;13:52:23
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AB;4316;14:12:04
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AB;7960;15:13:26
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AB;11273;16:08:39
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Coeligena lutetiae;male;Loasaceae;Loasa_sp;Feeding;160530AB;13348;16:43:14
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Coeligena lutetiae;male;Loasaceae;Loasa_sp;Feeding;160530AB;13167;16:40:13
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AB;14525;17:02:51
2016;30;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160530AB;16671;17:38:37
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160531AA;14763;10:07:16
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160531AA;18723;11:13:16
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160531AB;885;13:14:53
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160531AB;3447;13:57:35
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160531AB;8101;15:15:09
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Coeligena lutetiae;male;Loasaceae;Loasa_sp;Feeding;160531AB;10447;15:54:21
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160531AB;10456;15:54:30
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160531AB;12288;16:25:02
2016;31;5;Yanacocha;Wet;Forest_Interior;0;Lafresnaya lafresnayi;female;Loasaceae;Loasa_sp;Feeding;160531AB;17016;17:43:50
2015;30;11;Yanacocha;Wet;Forest_Patch;3;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151130AB;12984;16:36:32
2015;3;12;Yanacocha;Wet;Forest_Patch;3;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151203AB;10307;15:51:55
2015;4;12;Yanacocha;Wet;Forest_Patch;3;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151204AB;3671;14:01:19
2015;1;10;Verdecocha;Wet;Burned ;4;Eriocnemis mosquera;na;Bromeliaceae;Bromeliad3PF;Feeding;151001AB;8506;15:21:54
2015;1;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151001AB;8824;15:27:12
2015;1;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151001AB;Untitled;17:13:11
2015;2;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151002AA;11791;9:16:39
2015;2;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151002AA;17251;10:47:39
2015;2;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151002AA;18810;11:13:38
2015;3;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151003AA;12615;9:30:23
2015;3;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151003AA;17306;10:48:34
2015;3;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151003AA;21396;11:56:54
2015;3;10;Verdecocha;Wet;Burned ;4;Diglossa lafresnayii;na;Bromeliaceae;Bromeliad3PF;Feeding;151003AB;5029;14:23:57
2015;3;10;Verdecocha;Wet;Burned ;4;Diglossa lafresnayii;na;Bromeliaceae;Bromeliad3PF;Feeding;151003AB;5034;14:24:02
2015;3;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151003AB;9860;15:44:28
2015;4;10;Verdecocha;Wet;Burned ;4;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;151005AA;12255;9:24:36
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160505AA;2259;6:37:47
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;160505AA;14060;9:54:28
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160505AA;18983;11:16:31
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160505AB;608;13:10:16
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160505AB;8141;15:15:49
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160505AB;15529;17:18:57
2016;6;5;Verdecocha;Wet;Forest_interior;0;Trochilidae;na;Bromeliaceae;Bromeliad3PF;Feeding;160506AA;4347;7:12:35
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Bromeliaceae;Bromeliad3PF;Feeding;160506AA;12824;9:33:52
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160506AA;21048;11:50:57
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160506AB;3608;14:00:16
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160506AB;10139;15:49:07
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160506AB;14808;17:06:56
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Bromeliaceae;Bromeliad3PF;Feeding;160508AA;13563;9:46:11
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160508AA;16180;10:29:48
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Bromeliaceae;Bromeliad3PF;Feeding;160508AA;18647;11:10:55
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Bromeliaceae;Bromeliad3PF;Feeding;160508AB;3488;13:58:16
2016;9;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160509AA;264;6:04:32
2016;9;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Bromeliad3PF;Feeding;160509AA;5927;7:38:55
2016;9;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Bromeliaceae;Bromeliad3PF;Feeding;160509AA;6584;7:49:52
2015;20;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis sp;;Bromeliaceae;Guzmania_sp;Feeding;150704AB;5194;14:26:42
2015;20;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150704AB;7084;14:58:12
2015;20;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150704AB;7528;15:05:36
2015;20;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150704AB;9742;15:42:30
2015;20;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150704AB;11689;16:14:57
2015;20;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150704AB;12116;16:22:04
2015;20;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150704AB;14602;17:03:30
2015;20;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis mosquera;;Bromeliaceae;Guzmania_sp;Feeding;150704AB;16200;17:30:08
2015;20;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150704AB;18234;18:04:02
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;959;6:16:07
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;4532;7:15:40
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;8871;8:27:59
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;8951;8:29:19
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150705AA;11207;9:06:55
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150705AA;11847;9:17:35
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;11926;9:18:54
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;14194;9:56:42
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150705AA;14314;9:58:42
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150705AA;15914;10:25:22
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;16106;10:28:34
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;17967;10:59:35
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;18432;11:07:20
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis nigrivestis;male;Bromeliaceae;Guzmania_sp;Feeding;150705AA;18634;11:10:42
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;19037;11:17:25
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AA;20874;11:48:02
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150705AA;21166;11:52:54
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;318;13:05:26
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;873;13:14:41
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;1880;13:31:28
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;3491;13:58:19
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;5334;14:29:02
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;8191;15:16:39
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis mosquera;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;9956;15:46:04
2015;21;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;11845;16:17:33
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;13183;16:39:51
2015;21;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150705AB;18042;18:00:50
